temp order chi cb u
5 0.2002 0.00151043 0.0476217 0.465811 
4.93797 0.201078 0.00151741 0.0484206 0.468933 
4.87595 0.202551 0.00152547 0.0501914 0.472094 
4.81392 0.20317 0.00153305 0.0510804 0.47437 
4.7519 0.204111 0.0015456 0.0524251 0.477108 
4.68987 0.20476 0.0015586 0.0539353 0.478405 
4.62785 0.205714 0.00157252 0.0553788 0.480894 
4.56582 0.206918 0.00158237 0.0568803 0.483411 
4.5038 0.207655 0.0015881 0.0582628 0.486499 
4.44177 0.208798 0.00160171 0.0601255 0.488457 
4.37975 0.209026 0.00162005 0.0614287 0.489412 
4.31772 0.210323 0.00162795 0.0631762 0.492491 
4.2557 0.21087 0.00162858 0.0642942 0.495792 
4.19367 0.211765 0.00165108 0.0667887 0.496581 
4.13165 0.212745 0.00166861 0.0689538 0.498896 
4.06962 0.213725 0.00166873 0.0704651 0.50214 
4.00759 0.214141 0.00167267 0.0713995 0.505062 
3.94557 0.215434 0.00169598 0.0745174 0.506108 
3.88354 0.215984 0.00169989 0.0760442 0.508994 
3.82152 0.216641 0.00171971 0.0787374 0.510141 
3.75949 0.217413 0.00173503 0.0808082 0.51251 
3.69747 0.218088 0.00174419 0.083329 0.514134 
3.63544 0.218842 0.00175162 0.0850138 0.517464 
3.57342 0.219396 0.0017678 0.0880917 0.518221 
3.51139 0.219702 0.00177609 0.0898696 0.520386 
3.44937 0.220345 0.00178818 0.0923799 0.522483 
3.38734 0.220559 0.00179321 0.094678 0.524322 
3.32532 0.220753 0.00180578 0.0969207 0.525878 
3.26329 0.221105 0.00181498 0.0996461 0.527966 
3.20127 0.220938 0.00183094 0.101605 0.529281 
3.13924 0.221525 0.00183426 0.104242 0.531709 
3.07722 0.221135 0.00186052 0.107332 0.531825 
3.01519 0.220813 0.00185676 0.109265 0.533855 
2.95316 0.220446 0.00189042 0.112493 0.533518 
2.89114 0.219984 0.00191075 0.115136 0.534782 
2.82911 0.218807 0.00192379 0.117656 0.534607 
2.76709 0.218036 0.00194607 0.12058 0.534913 
2.70506 0.216427 0.00197278 0.123014 0.534113 
2.64304 0.214321 0.00199233 0.124382 0.532989 
2.58101 0.212333 0.00202927 0.127307 0.531548 
2.51899 0.209449 0.00205944 0.12844 0.529343 
2.45696 0.206405 0.00210741 0.130664 0.525946 
2.39494 0.202095 0.00214882 0.130773 0.521679 
2.33291 0.197203 0.00219616 0.13084 0.515026 
2.27089 0.191567 0.00225055 0.130215 0.506849 
2.20886 0.184017 0.00230039 0.12655 0.495866 
2.14684 0.176157 0.00235881 0.123226 0.481371 
2.08481 0.167142 0.0023928 0.118055 0.463447 
2.02278 0.157349 0.00240321 0.109718 0.443729 
1.96076 0.145991 0.00237732 0.0994877 0.415728 
1.89873 0.134042 0.00229921 0.085594 0.387571 
1.83671 0.123378 0.00220501 0.0740709 0.35922 
1.77468 0.112948 0.00210566 0.063411 0.325561 
1.71266 0.101664 0.00194517 0.0501303 0.291555 
1.65063 0.0917022 0.00179509 0.0397059 0.259335 
1.58861 0.0824323 0.00166396 0.0315832 0.22257 
1.52658 0.0734297 0.00151243 0.0240005 0.187573 
1.46456 0.0650095 0.00139225 0.0183547 0.140276 
1.40253 0.0572916 0.00127234 0.0146993 0.0867843 
1.34051 0.0499509 0.00115466 0.0112336 0.028285 
1.27848 0.0433113 0.0010404 0.00850081 -0.0357644 
1.21646 0.0366853 0.00093506 0.00674344 -0.147137 
1.15443 0.0308089 0.000818057 0.00503444 -0.236651 
1.09241 0.0252886 0.000710824 0.00393847 -0.376625 
1.03038 0.0203005 0.000608426 0.00308616 -0.547801 
0.968354 0.0159672 0.000509139 0.00244888 -0.745729 
0.906329 0.0120558 0.000411112 0.00196557 -1.04386 
0.844304 0.00868312 0.000317979 0.00156529 -1.45759 
0.782278 0.00600813 0.000238631 0.00122325 -2.06541 
0.720253 0.00386578 0.000167587 0.00092538 -3.19608 
0.658228 0.00226703 0.0001077 0.00064893 -5.20841 
0.596203 0.00118891 6.25829e-05 0.000416328 -9.56797 
0.534177 0.000566563 3.32384e-05 0.000246492 -19.2265 
0.472152 0.000212969 1.4103e-05 0.000118979 -49.6773 
0.410127 5.26563e-05 4.00543e-06 3.91213e-05 -196.824 
0.348101 1.14063e-05 1.0236e-06 1.17649e-05 -912.242 
0.286076 9.375e-07 1.02406e-07 1.43191e-06 -11110.1 
0.224051 0 0 0 -nan 
0.162025 0 0 0 -nan 
0.1 0 0 0 -nan 
